idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior
40,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,terça-feira,longa,4,nenhum
49,escritório,divorciado(a),ensino médio,não,não,sim,telefone móvel,abril,sexta-feira,longa,3,nenhum
57,escritório,casado(a),básico,não,sim,não,telefone móvel,abril,quinta-feira,média,2,nenhum
32,especialista,casado(a),graduação,não,não,não,telefone móvel,outubro,terça-feira,média,2,mais de um
61,escritório,solteiro(a),ensino médio,não,não,sim,telefone fixo,maio,terça-feira,longa,2,nenhum
34,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,agosto,terça-feira,longa,10,nenhum
38,trabalhador manual,casado(a),básico,não,não,sim,telefone móvel,maio,quarta-feira,média,1,apenas um
30,trabalhador manual,casado(a),ensino técnico,não,não,não,telefone móvel,julho,quarta-feira,longa,2,nenhum
42,terceirizados,casado(a),ensino médio,,sim,não,telefone fixo,maio,segunda-feira,longa,2,nenhum
55,especialista,solteiro(a),graduação,,não,não,telefone fixo,maio,segunda-feira,média,2,nenhum
43,empreendedor,casado(a),ensino médio,não,não,não,telefone móvel,agosto,sexta-feira,longa,2,nenhum
52,terceirizados,divorciado(a),ensino médio,não,não,não,telefone móvel,novembro,terça-feira,curta,1,apenas um
74,aposentado,divorciado(a),ensino médio,não,não,sim,telefone móvel,dezembro,terça-feira,curta,3,mais de um
48,escritório,divorciado(a),graduação,,não,não,telefone móvel,novembro,segunda-feira,média,2,nenhum
47,escritório,divorciado(a),ensino médio,não,,,telefone móvel,julho,terça-feira,média,1,nenhum
34,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,quarta-feira,média,1,apenas um
52,do lar,divorciado(a),ensino médio,não,sim,não,telefone móvel,julho,quinta-feira,longa,3,nenhum
29,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,março,segunda-feira,média,3,nenhum
52,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,abril,quinta-feira,longa,1,nenhum
36,escritório,solteiro(a),básico,não,sim,sim,telefone fixo,junho,sexta-feira,longa,1,nenhum
42,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,quinta-feira,longa,1,nenhum
54,empreendedor,casado(a),graduação,,não,sim,telefone móvel,agosto,quinta-feira,longa,2,nenhum
40,gerência,solteiro(a),básico,não,não,sim,telefone fixo,novembro,segunda-feira,curta,1,nenhum
28,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,junho,terça-feira,longa,2,nenhum
54,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,quarta-feira,longa,1,nenhum
36,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,sexta-feira,longa,2,nenhum
31,trabalhador manual,solteiro(a),ensino médio,não,não,não,telefone móvel,novembro,segunda-feira,média,1,nenhum
86,aposentado,casado(a),básico,,sim,não,telefone móvel,abril,terça-feira,média,3,nenhum
43,trabalhador manual,divorciado(a),básico,,não,não,telefone móvel,novembro,quinta-feira,curta,6,nenhum
44,terceirizados,casado(a),ensino médio,,,,telefone fixo,maio,quarta-feira,curta,4,nenhum
42,trabalhador manual,casado(a),básico,,não,não,telefone fixo,junho,sexta-feira,curta,3,nenhum
37,trabalhador manual,divorciado(a),básico,não,não,não,telefone móvel,maio,quarta-feira,longa,2,nenhum
55,especialista,divorciado(a),graduação,não,,,telefone móvel,dezembro,segunda-feira,média,1,nenhum
23,,solteiro(a),ensino médio,não,sim,sim,telefone móvel,maio,terça-feira,média,2,nenhum
48,empreendedor,casado(a),graduação,não,não,não,telefone móvel,agosto,terça-feira,longa,3,nenhum
25,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,segunda-feira,longa,2,nenhum
47,escritório,casado(a),básico,,não,sim,telefone móvel,maio,segunda-feira,média,1,apenas um
37,especialista,casado(a),graduação,não,sim,não,telefone móvel,junho,segunda-feira,média,1,nenhum
42,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,março,sexta-feira,longa,2,nenhum
50,especialista,casado(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,longa,2,nenhum
42,do lar,casado(a),básico,,não,não,telefone móvel,julho,quinta-feira,curta,24,nenhum
43,especialista,casado(a),básico,não,não,não,telefone móvel,novembro,terça-feira,média,2,apenas um
41,escritório,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,quinta-feira,longa,2,nenhum
57,,solteiro(a),básico,não,não,sim,telefone móvel,julho,segunda-feira,curta,8,nenhum
35,desempregado,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,quarta-feira,longa,3,nenhum
36,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,julho,terça-feira,média,6,nenhum
38,especialista,casado(a),ensino técnico,,não,sim,telefone fixo,junho,segunda-feira,média,1,nenhum
51,escritório,casado(a),ensino médio,não,não,não,telefone fixo,novembro,segunda-feira,curta,5,nenhum
28,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,maio,quinta-feira,longa,2,apenas um
41,terceirizados,casado(a),básico,,não,não,telefone móvel,julho,quinta-feira,curta,1,nenhum
43,terceirizados,divorciado(a),graduação,não,,,telefone móvel,novembro,terça-feira,média,1,apenas um
27,empreendedor,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,segunda-feira,média,2,nenhum
41,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,abril,quinta-feira,longa,2,apenas um
61,desempregado,casado(a),básico,não,não,não,telefone móvel,novembro,quinta-feira,longa,2,apenas um
48,empreendedor,casado(a),ensino técnico,não,,,telefone móvel,maio,segunda-feira,curta,2,nenhum
57,escritório,casado(a),ensino técnico,não,sim,não,telefone móvel,agosto,quarta-feira,curta,1,nenhum
46,terceirizados,solteiro(a),,não,não,não,telefone móvel,abril,sexta-feira,longa,1,apenas um
57,gerência,casado(a),,não,sim,não,telefone fixo,maio,segunda-feira,curta,1,nenhum
45,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,quinta-feira,longa,2,nenhum
75,aposentado,divorciado(a),graduação,não,sim,não,telefone móvel,maio,terça-feira,longa,1,nenhum
51,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,abril,segunda-feira,curta,1,nenhum
33,empreendedor,casado(a),graduação,não,não,não,telefone móvel,novembro,quinta-feira,longa,2,mais de um
27,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,agosto,terça-feira,média,1,apenas um
51,escritório,divorciado(a),ensino médio,não,não,não,telefone fixo,maio,terça-feira,curta,1,nenhum
36,escritório,casado(a),graduação,não,não,não,telefone móvel,julho,segunda-feira,média,2,nenhum
34,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,agosto,quarta-feira,média,1,nenhum
33,terceirizados,solteiro(a),graduação,não,não,sim,telefone móvel,maio,sexta-feira,longa,3,nenhum
32,trabalhador manual,solteiro(a),básico,não,sim,não,telefone fixo,maio,terça-feira,média,1,nenhum
47,empreendedor,divorciado(a),ensino médio,não,não,não,telefone móvel,setembro,sexta-feira,média,2,apenas um
33,escritório,casado(a),ensino técnico,não,sim,não,telefone móvel,outubro,terça-feira,longa,1,nenhum
49,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,segunda-feira,longa,10,nenhum
44,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,novembro,terça-feira,curta,6,nenhum
36,,solteiro(a),graduação,,não,não,telefone fixo,maio,terça-feira,longa,1,nenhum
49,terceirizados,divorciado(a),ensino médio,não,sim,não,telefone móvel,abril,segunda-feira,curta,2,nenhum
37,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,segunda-feira,curta,3,nenhum
29,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,sexta-feira,média,3,nenhum
33,gerência,solteiro(a),graduação,não,não,sim,telefone móvel,março,quinta-feira,média,1,nenhum
33,,solteiro(a),ensino técnico,não,sim,sim,telefone móvel,novembro,sexta-feira,média,1,nenhum
44,especialista,solteiro(a),ensino técnico,,sim,não,telefone móvel,abril,quarta-feira,longa,1,nenhum
40,especialista,casado(a),ensino médio,não,sim,não,telefone móvel,julho,quinta-feira,longa,4,nenhum
48,escritório,solteiro(a),ensino médio,não,sim,sim,telefone móvel,abril,quinta-feira,longa,1,nenhum
29,terceirizados,casado(a),ensino médio,não,não,não,telefone fixo,maio,segunda-feira,longa,4,nenhum
42,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,abril,sexta-feira,longa,3,apenas um
45,escritório,solteiro(a),ensino médio,não,não,não,telefone fixo,junho,segunda-feira,média,1,nenhum
36,especialista,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quinta-feira,curta,2,nenhum
29,gerência,solteiro(a),graduação,não,não,não,telefone fixo,junho,quarta-feira,longa,1,nenhum
35,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,quinta-feira,média,1,nenhum
39,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,maio,segunda-feira,média,3,apenas um
41,escritório,casado(a),graduação,não,não,não,telefone móvel,abril,quinta-feira,longa,1,nenhum
33,gerência,solteiro(a),graduação,não,sim,sim,telefone móvel,novembro,sexta-feira,curta,2,apenas um
20,,solteiro(a),básico,não,não,não,telefone móvel,abril,quinta-feira,média,3,nenhum
33,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum
54,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,maio,terça-feira,longa,1,nenhum
48,especialista,casado(a),ensino técnico,,sim,não,telefone móvel,abril,sexta-feira,média,1,nenhum
26,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,maio,sexta-feira,longa,3,apenas um
59,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,agosto,terça-feira,curta,2,nenhum
33,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,abril,segunda-feira,média,1,nenhum
32,escritório,casado(a),graduação,não,não,não,telefone fixo,julho,quarta-feira,média,8,nenhum
44,empreendedor,casado(a),ensino técnico,não,não,não,telefone móvel,novembro,terça-feira,curta,1,nenhum
47,terceirizados,casado(a),ensino médio,não,não,sim,telefone fixo,junho,quinta-feira,média,1,nenhum
40,desempregado,casado(a),básico,não,sim,não,telefone móvel,novembro,segunda-feira,média,1,nenhum
28,,solteiro(a),graduação,não,não,sim,telefone móvel,novembro,segunda-feira,curta,1,nenhum
38,escritório,casado(a),graduação,não,não,não,telefone fixo,maio,sexta-feira,curta,1,nenhum
45,trabalhador manual,divorciado(a),básico,,sim,não,telefone fixo,maio,quinta-feira,longa,2,nenhum
40,escritório,solteiro(a),graduação,não,sim,sim,telefone móvel,julho,quarta-feira,curta,1,nenhum
49,empreendedor,casado(a),graduação,não,não,não,telefone móvel,abril,quinta-feira,longa,1,nenhum
40,trabalhador manual,casado(a),básico,,não,não,telefone móvel,julho,terça-feira,longa,1,nenhum
30,escritório,casado(a),ensino médio,não,não,não,telefone fixo,maio,sexta-feira,média,2,nenhum
36,gerência,casado(a),graduação,não,não,não,telefone fixo,maio,quarta-feira,média,1,nenhum
43,trabalhador manual,divorciado(a),básico,não,não,não,telefone fixo,junho,terça-feira,média,3,nenhum
37,especialista,casado(a),graduação,não,sim,não,telefone fixo,maio,segunda-feira,média,3,nenhum
36,empreendedor,casado(a),graduação,não,não,não,telefone fixo,junho,segunda-feira,longa,2,nenhum
36,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,novembro,terça-feira,média,2,nenhum
36,terceirizados,solteiro(a),ensino técnico,,não,não,telefone fixo,maio,quarta-feira,longa,2,nenhum
32,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,novembro,quinta-feira,longa,3,nenhum
55,escritório,casado(a),ensino médio,não,não,não,telefone móvel,outubro,quarta-feira,média,2,mais de um
49,gerência,casado(a),graduação,,sim,não,telefone fixo,maio,quinta-feira,média,2,nenhum
26,escritório,solteiro(a),graduação,não,não,não,telefone móvel,maio,quarta-feira,curta,1,nenhum
37,especialista,casado(a),graduação,não,,,telefone móvel,setembro,quinta-feira,longa,2,nenhum
37,empreendedor,casado(a),básico,não,não,não,telefone móvel,abril,sexta-feira,média,2,nenhum
33,gerência,solteiro(a),graduação,não,não,não,telefone móvel,junho,segunda-feira,média,2,apenas um
51,trabalhador manual,casado(a),básico,,sim,sim,telefone fixo,junho,sexta-feira,média,15,nenhum
35,especialista,solteiro(a),graduação,não,sim,sim,telefone móvel,março,quinta-feira,média,3,mais de um
72,aposentado,casado(a),básico,não,sim,não,telefone móvel,setembro,terça-feira,média,1,nenhum
30,escritório,casado(a),graduação,não,sim,não,telefone móvel,julho,quarta-feira,média,1,nenhum
41,gerência,divorciado(a),graduação,não,sim,não,telefone móvel,junho,quarta-feira,curta,1,nenhum
60,trabalhador manual,divorciado(a),básico,não,não,não,telefone fixo,maio,sexta-feira,média,2,nenhum
30,especialista,solteiro(a),básico,não,sim,não,telefone fixo,julho,quarta-feira,média,1,apenas um
44,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,sexta-feira,longa,2,nenhum
30,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone fixo,junho,quinta-feira,longa,3,nenhum
34,especialista,solteiro(a),ensino médio,não,sim,não,telefone móvel,agosto,segunda-feira,longa,1,nenhum
25,trabalhador manual,casado(a),ensino técnico,não,não,não,telefone móvel,julho,terça-feira,média,10,nenhum
47,trabalhador manual,casado(a),,não,não,não,telefone fixo,maio,quarta-feira,curta,1,nenhum
38,terceirizados,casado(a),básico,,sim,não,telefone móvel,maio,sexta-feira,longa,1,apenas um
36,especialista,solteiro(a),ensino médio,não,sim,não,telefone móvel,agosto,segunda-feira,curta,2,nenhum
28,,solteiro(a),ensino médio,,sim,sim,telefone móvel,maio,segunda-feira,longa,1,nenhum
31,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,agosto,quarta-feira,curta,4,nenhum
44,escritório,solteiro(a),graduação,não,não,não,telefone móvel,maio,terça-feira,curta,1,nenhum
38,terceirizados,casado(a),básico,não,sim,não,telefone móvel,julho,terça-feira,média,1,nenhum
49,escritório,divorciado(a),graduação,,sim,não,telefone móvel,agosto,quarta-feira,curta,2,nenhum
51,gerência,casado(a),graduação,não,sim,sim,telefone móvel,agosto,segunda-feira,longa,3,nenhum
41,empreendedor,casado(a),básico,não,sim,não,telefone móvel,abril,sexta-feira,longa,2,nenhum
36,escritório,casado(a),ensino técnico,não,não,não,telefone móvel,novembro,quarta-feira,longa,2,nenhum
28,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,julho,segunda-feira,longa,2,nenhum
49,especialista,solteiro(a),ensino técnico,não,sim,sim,telefone fixo,julho,quarta-feira,curta,1,nenhum
49,terceirizados,casado(a),ensino médio,não,não,não,telefone fixo,maio,quarta-feira,curta,18,nenhum
53,especialista,casado(a),básico,,não,não,telefone móvel,maio,quinta-feira,longa,1,apenas um
29,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,julho,sexta-feira,curta,2,nenhum
35,escritório,solteiro(a),graduação,,não,não,telefone fixo,junho,quinta-feira,curta,16,nenhum
49,do lar,casado(a),básico,não,sim,não,telefone móvel,agosto,terça-feira,média,1,nenhum
49,gerência,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,longa,1,nenhum
36,escritório,casado(a),graduação,não,sim,não,telefone móvel,abril,segunda-feira,média,1,nenhum
55,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,quinta-feira,média,1,nenhum
35,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,quarta-feira,média,1,nenhum
35,especialista,casado(a),graduação,não,sim,não,telefone móvel,novembro,quarta-feira,longa,1,nenhum
34,empreendedor,solteiro(a),ensino técnico,não,não,não,telefone fixo,julho,segunda-feira,média,3,nenhum
32,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,novembro,quinta-feira,média,1,nenhum
50,terceirizados,divorciado(a),básico,,sim,sim,telefone móvel,julho,sexta-feira,curta,3,nenhum
32,especialista,solteiro(a),graduação,não,não,não,telefone móvel,julho,quinta-feira,média,4,apenas um
55,escritório,divorciado(a),graduação,não,não,sim,telefone móvel,agosto,quarta-feira,média,1,nenhum
33,terceirizados,solteiro(a),graduação,não,sim,não,telefone móvel,outubro,sexta-feira,longa,2,mais de um
39,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,junho,sexta-feira,longa,2,nenhum
