idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior,produto
27,escritório,solteiro(a),graduação,não,sim,sim,telefone móvel,abril,terça-feira,média,4,mais de um,sim
61,escritório,casado(a),,não,não,não,telefone móvel,novembro,terça-feira,longa,1,mais de um,sim
19,,solteiro(a),básico,não,sim,não,telefone fixo,novembro,terça-feira,longa,1,mais de um,sim
55,desempregado,casado(a),básico,não,não,não,telefone móvel,maio,quarta-feira,média,1,apenas um,sim
50,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,sexta-feira,média,1,nenhum,não
25,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,julho,sexta-feira,média,4,apenas um,sim
31,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,agosto,sexta-feira,curta,9,nenhum,não
52,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,quarta-feira,média,7,nenhum,não
23,,solteiro(a),ensino técnico,não,não,não,telefone móvel,novembro,segunda-feira,curta,3,nenhum,sim
28,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,terça-feira,longa,2,nenhum,não
37,gerência,casado(a),graduação,não,não,sim,telefone móvel,novembro,quarta-feira,média,3,mais de um,sim
60,trabalhador manual,casado(a),básico,não,sim,sim,telefone móvel,março,terça-feira,longa,4,nenhum,não
32,trabalhador manual,casado(a),básico,,sim,sim,telefone móvel,julho,terça-feira,longa,3,nenhum,não
24,,solteiro(a),ensino médio,não,não,sim,telefone móvel,outubro,sexta-feira,longa,1,apenas um,sim
57,empreendedor,casado(a),básico,não,não,não,telefone fixo,maio,segunda-feira,longa,1,nenhum,não
36,especialista,solteiro(a),ensino técnico,não,sim,sim,telefone móvel,agosto,quinta-feira,média,1,nenhum,não
49,terceirizados,casado(a),ensino médio,,não,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum,não
46,trabalhador manual,casado(a),básico,,não,não,telefone fixo,junho,quinta-feira,curta,16,nenhum,não
37,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,novembro,quarta-feira,longa,3,nenhum,não
29,escritório,casado(a),ensino médio,não,não,não,telefone móvel,maio,sexta-feira,média,2,nenhum,não
74,aposentado,solteiro(a),ensino técnico,não,não,não,telefone móvel,abril,sexta-feira,média,1,mais de um,sim
37,escritório,casado(a),ensino técnico,não,não,não,telefone móvel,julho,sexta-feira,média,1,nenhum,não
23,do lar,solteiro(a),ensino médio,não,sim,sim,telefone móvel,julho,segunda-feira,longa,12,nenhum,não
30,escritório,solteiro(a),graduação,não,não,não,telefone móvel,maio,terça-feira,média,6,apenas um,não
49,escritório,casado(a),ensino médio,não,sim,não,telefone fixo,novembro,terça-feira,média,1,nenhum,não
48,escritório,solteiro(a),básico,não,sim,sim,telefone móvel,julho,quinta-feira,longa,2,apenas um,sim
36,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,maio,quarta-feira,curta,2,nenhum,não
37,gerência,casado(a),graduação,não,não,não,telefone móvel,junho,terça-feira,média,1,apenas um,sim
28,,solteiro(a),básico,não,sim,sim,telefone móvel,junho,terça-feira,curta,1,nenhum,sim
48,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,novembro,quarta-feira,curta,1,apenas um,não
44,escritório,casado(a),ensino técnico,,sim,não,telefone móvel,julho,quinta-feira,curta,2,nenhum,não
34,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,maio,terça-feira,curta,2,nenhum,não
36,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,novembro,segunda-feira,curta,2,nenhum,não
35,trabalhador manual,casado(a),básico,,não,não,telefone fixo,junho,sexta-feira,média,1,nenhum,não
38,desempregado,casado(a),graduação,,sim,não,telefone móvel,junho,segunda-feira,longa,3,mais de um,sim
61,gerência,solteiro(a),graduação,não,sim,sim,telefone móvel,março,quarta-feira,média,1,nenhum,sim
49,escritório,casado(a),graduação,não,não,não,telefone fixo,outubro,quarta-feira,curta,1,nenhum,sim
52,desempregado,casado(a),básico,,não,não,telefone fixo,junho,sexta-feira,longa,2,nenhum,não
49,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,quarta-feira,longa,1,nenhum,não
55,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,quinta-feira,longa,9,nenhum,sim
48,escritório,divorciado(a),graduação,não,não,não,telefone fixo,maio,terça-feira,média,1,nenhum,não
48,escritório,divorciado(a),graduação,não,não,não,telefone móvel,novembro,terça-feira,média,4,apenas um,sim
23,trabalhador manual,solteiro(a),,,,,telefone móvel,julho,segunda-feira,curta,2,nenhum,não
30,escritório,solteiro(a),graduação,não,não,não,telefone móvel,abril,quinta-feira,média,4,nenhum,sim
54,especialista,casado(a),graduação,não,não,não,telefone móvel,setembro,quinta-feira,média,2,nenhum,sim
33,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,março,segunda-feira,média,8,nenhum,sim
47,escritório,casado(a),graduação,,não,não,telefone móvel,agosto,segunda-feira,longa,2,nenhum,sim
40,escritório,solteiro(a),ensino médio,não,sim,sim,telefone fixo,junho,segunda-feira,curta,1,nenhum,não
28,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,maio,terça-feira,longa,3,nenhum,não
66,gerência,casado(a),,não,sim,não,telefone fixo,dezembro,quarta-feira,média,3,apenas um,sim
48,trabalhador manual,solteiro(a),básico,não,não,não,telefone fixo,maio,sexta-feira,média,1,nenhum,não
24,gerência,solteiro(a),graduação,não,não,não,telefone móvel,julho,quinta-feira,longa,2,nenhum,sim
47,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,maio,segunda-feira,média,2,nenhum,não
29,especialista,solteiro(a),ensino técnico,não,,,telefone móvel,abril,quinta-feira,curta,2,apenas um,não
51,terceirizados,solteiro(a),básico,não,sim,não,telefone fixo,maio,terça-feira,curta,9,nenhum,não
54,escritório,casado(a),graduação,,sim,não,telefone móvel,maio,quarta-feira,média,1,apenas um,não
33,escritório,solteiro(a),ensino médio,,não,não,telefone fixo,junho,quarta-feira,média,5,nenhum,não
55,especialista,casado(a),ensino técnico,não,não,não,telefone fixo,maio,quarta-feira,longa,1,nenhum,sim
27,especialista,solteiro(a),graduação,não,não,não,telefone móvel,outubro,quarta-feira,longa,1,nenhum,sim
37,gerência,casado(a),graduação,não,sim,não,telefone móvel,junho,quinta-feira,média,1,apenas um,sim
54,do lar,casado(a),,não,sim,não,telefone móvel,agosto,segunda-feira,média,2,nenhum,não
37,escritório,casado(a),,não,não,não,telefone móvel,abril,quinta-feira,curta,1,nenhum,não
47,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,julho,quinta-feira,média,1,nenhum,não
56,terceirizados,casado(a),básico,não,sim,não,telefone fixo,julho,quarta-feira,curta,4,nenhum,não
30,escritório,solteiro(a),graduação,não,sim,sim,telefone móvel,agosto,quinta-feira,longa,1,nenhum,não
39,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,quarta-feira,longa,2,nenhum,não
34,empreendedor,casado(a),graduação,não,sim,sim,telefone móvel,novembro,quinta-feira,média,2,nenhum,não
41,empreendedor,casado(a),ensino médio,,sim,não,telefone fixo,julho,segunda-feira,curta,2,nenhum,não
37,escritório,casado(a),graduação,não,não,não,telefone móvel,novembro,quarta-feira,curta,1,nenhum,não
30,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,março,terça-feira,média,2,nenhum,sim
33,empreendedor,casado(a),ensino médio,não,sim,não,telefone móvel,maio,segunda-feira,curta,2,apenas um,não
36,terceirizados,solteiro(a),ensino médio,,sim,não,telefone fixo,junho,terça-feira,longa,2,nenhum,não
28,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,quarta-feira,longa,2,nenhum,sim
34,escritório,casado(a),graduação,não,não,não,telefone fixo,junho,quarta-feira,longa,1,nenhum,não
28,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,maio,sexta-feira,longa,1,nenhum,sim
71,aposentado,divorciado(a),graduação,não,sim,não,telefone móvel,setembro,sexta-feira,longa,1,nenhum,sim
47,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,quinta-feira,média,1,nenhum,não
33,terceirizados,solteiro(a),básico,não,não,sim,telefone fixo,maio,terça-feira,longa,1,nenhum,sim
45,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,quarta-feira,curta,5,nenhum,não
41,gerência,casado(a),graduação,não,sim,não,telefone móvel,julho,sexta-feira,longa,1,apenas um,sim
50,trabalhador manual,casado(a),,não,não,não,telefone fixo,maio,segunda-feira,curta,1,nenhum,não
37,empreendedor,casado(a),graduação,não,não,não,telefone móvel,maio,segunda-feira,curta,1,nenhum,não
36,trabalhador manual,casado(a),,não,sim,não,telefone móvel,maio,quinta-feira,longa,3,nenhum,sim
32,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,julho,sexta-feira,curta,2,nenhum,não
28,especialista,solteiro(a),básico,,não,não,telefone móvel,julho,sexta-feira,média,7,nenhum,não
50,gerência,divorciado(a),graduação,não,não,não,telefone fixo,maio,quarta-feira,longa,1,nenhum,não
27,,solteiro(a),ensino médio,não,não,não,telefone móvel,maio,segunda-feira,longa,3,apenas um,sim
83,do lar,divorciado(a),básico,não,,,telefone móvel,abril,terça-feira,média,6,nenhum,sim
53,trabalhador manual,divorciado(a),básico,,sim,sim,telefone móvel,julho,segunda-feira,longa,1,nenhum,não
33,especialista,casado(a),básico,não,não,não,telefone fixo,junho,sexta-feira,curta,1,nenhum,não
72,aposentado,casado(a),ensino médio,não,não,não,telefone móvel,setembro,segunda-feira,longa,1,nenhum,sim
31,escritório,solteiro(a),graduação,não,sim,não,telefone fixo,novembro,quinta-feira,curta,2,nenhum,não
39,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,março,quinta-feira,longa,1,nenhum,sim
45,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,novembro,quinta-feira,curta,4,nenhum,não
49,escritório,casado(a),básico,não,sim,não,telefone móvel,abril,sexta-feira,média,3,mais de um,não
45,trabalhador manual,solteiro(a),básico,não,não,sim,telefone fixo,maio,terça-feira,curta,6,nenhum,não
48,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,abril,quinta-feira,longa,1,nenhum,sim
52,trabalhador manual,casado(a),ensino médio,não,sim,não,telefone móvel,maio,quarta-feira,longa,1,apenas um,sim
42,terceirizados,casado(a),básico,não,sim,sim,telefone fixo,maio,terça-feira,média,1,nenhum,não
35,trabalhador manual,casado(a),básico,não,não,sim,telefone fixo,maio,segunda-feira,curta,3,nenhum,não
42,desempregado,casado(a),ensino médio,não,sim,sim,telefone móvel,setembro,quarta-feira,média,1,apenas um,sim
53,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,agosto,sexta-feira,curta,8,nenhum,não
38,especialista,casado(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,média,1,mais de um,sim
53,escritório,casado(a),ensino técnico,não,não,sim,telefone móvel,setembro,quarta-feira,longa,3,nenhum,sim
32,empreendedor,solteiro(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,longa,1,nenhum,sim
59,gerência,casado(a),graduação,,não,não,telefone fixo,maio,sexta-feira,longa,1,nenhum,não
36,especialista,casado(a),ensino técnico,não,não,não,telefone fixo,maio,terça-feira,curta,2,nenhum,não
51,gerência,casado(a),graduação,,não,não,telefone fixo,maio,sexta-feira,média,1,nenhum,não
40,empreendedor,solteiro(a),básico,não,não,não,telefone fixo,junho,quinta-feira,longa,2,nenhum,sim
56,aposentado,casado(a),ensino médio,não,sim,sim,telefone móvel,julho,terça-feira,longa,3,nenhum,não
51,especialista,solteiro(a),graduação,não,sim,não,telefone fixo,abril,sexta-feira,longa,1,nenhum,sim
38,terceirizados,divorciado(a),básico,não,não,não,telefone móvel,novembro,quinta-feira,longa,2,nenhum,não
55,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,julho,sexta-feira,média,3,nenhum,não
43,trabalhador manual,divorciado(a),ensino médio,não,não,não,telefone fixo,maio,terça-feira,média,2,nenhum,não
57,escritório,divorciado(a),básico,não,não,sim,telefone móvel,julho,quinta-feira,média,8,nenhum,não
34,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,novembro,quinta-feira,longa,1,nenhum,não
53,escritório,divorciado(a),básico,não,sim,sim,telefone móvel,abril,segunda-feira,curta,5,apenas um,não
27,especialista,solteiro(a),ensino técnico,não,não,não,telefone fixo,maio,quinta-feira,curta,1,nenhum,não
48,especialista,casado(a),básico,não,não,não,telefone fixo,maio,segunda-feira,curta,3,nenhum,não
56,,casado(a),,,sim,não,telefone móvel,agosto,quinta-feira,curta,4,nenhum,não
32,trabalhador manual,casado(a),básico,,não,não,telefone móvel,maio,quinta-feira,longa,1,apenas um,sim
57,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,julho,quarta-feira,curta,5,nenhum,não
32,empreendedor,casado(a),básico,não,não,não,telefone móvel,julho,quarta-feira,média,2,nenhum,não
51,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,sexta-feira,curta,1,nenhum,não
30,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,julho,segunda-feira,longa,1,nenhum,sim
34,trabalhador manual,divorciado(a),básico,não,sim,não,telefone móvel,julho,quarta-feira,longa,2,nenhum,sim
31,escritório,solteiro(a),graduação,não,não,não,telefone móvel,julho,segunda-feira,média,4,nenhum,não
31,especialista,solteiro(a),ensino técnico,não,não,não,telefone fixo,maio,terça-feira,curta,4,nenhum,não
29,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,julho,terça-feira,curta,1,nenhum,não
60,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,março,terça-feira,média,1,nenhum,sim
30,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,segunda-feira,longa,2,nenhum,não
37,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,curta,1,nenhum,não
35,escritório,casado(a),graduação,,não,não,telefone móvel,agosto,terça-feira,longa,2,nenhum,sim
51,empreendedor,casado(a),básico,não,não,não,telefone fixo,novembro,terça-feira,curta,1,nenhum,não
31,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,julho,terça-feira,longa,1,nenhum,não
34,especialista,casado(a),ensino técnico,não,sim,sim,telefone móvel,julho,terça-feira,curta,5,nenhum,não
49,especialista,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,quinta-feira,curta,3,nenhum,não
48,gerência,casado(a),básico,,não,não,telefone fixo,maio,sexta-feira,longa,2,nenhum,não
37,gerência,casado(a),graduação,não,sim,não,telefone fixo,junho,sexta-feira,média,1,nenhum,não
32,escritório,casado(a),ensino médio,não,não,não,telefone fixo,junho,quinta-feira,longa,4,nenhum,sim
47,trabalhador manual,casado(a),básico,não,não,sim,telefone fixo,junho,terça-feira,média,2,nenhum,não
35,especialista,casado(a),,não,sim,não,telefone móvel,novembro,terça-feira,média,1,apenas um,sim
51,trabalhador manual,divorciado(a),ensino médio,,não,sim,telefone fixo,maio,segunda-feira,média,2,nenhum,não
30,escritório,solteiro(a),graduação,não,não,não,telefone fixo,maio,quinta-feira,curta,3,nenhum,não
37,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,julho,quinta-feira,longa,1,nenhum,não
36,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,julho,terça-feira,longa,2,nenhum,sim
39,especialista,casado(a),graduação,não,não,não,telefone móvel,março,terça-feira,longa,2,mais de um,sim
45,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,julho,terça-feira,curta,4,nenhum,não
41,escritório,divorciado(a),ensino técnico,não,sim,não,telefone fixo,maio,sexta-feira,longa,12,nenhum,sim
36,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,abril,quinta-feira,longa,1,apenas um,sim
29,especialista,solteiro(a),ensino técnico,não,sim,não,telefone fixo,maio,quarta-feira,média,2,nenhum,não
30,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,novembro,sexta-feira,média,1,nenhum,não
27,trabalhador manual,casado(a),básico,,não,não,telefone móvel,julho,terça-feira,curta,1,nenhum,não
60,,casado(a),,não,sim,não,telefone móvel,maio,segunda-feira,longa,2,nenhum,não
36,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,julho,terça-feira,longa,1,mais de um,sim
60,aposentado,casado(a),básico,não,sim,não,telefone fixo,junho,quarta-feira,longa,1,nenhum,sim
40,empreendedor,casado(a),básico,não,não,não,telefone móvel,julho,quinta-feira,longa,1,nenhum,não
25,desempregado,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,segunda-feira,curta,1,apenas um,sim
